raw_x_std,raw_y_std,filtered_x_std,filtered_y_std,improve_x,improve_y,rmse_raw,rmse_filtered,rmse_improve
0.7858900209851409,0.7768412007588912,0.5804237354134757,0.5700962316043408,0.20546628557166524,0.20674496915455043,1.0238653187960867,0.7208816007459091,0.30298371805017754
