raw_x_std,raw_y_std,filtered_x_std,filtered_y_std,improve_x,improve_y,rmse_raw,rmse_filtered,rmse_improve
0.7370278491971852,0.5185698919657367,0.6122957172495024,0.37080956771972173,0.12473213194768284,0.14776032424601493,0.7796360386118899,0.56516283326295,0.21447320534893988
