raw_x_std,raw_y_std,filtered_x_std,filtered_y_std,improve_x,improve_y,rmse_raw,rmse_filtered,rmse_improve
0.5586597950274547,0.7592643278485447,0.31640351018303536,0.5208033719531439,0.2422562848444193,0.23846095589540084,0.9522542907495474,0.6288928838667236,0.3233614068828238
