raw_x_std,raw_y_std,filtered_x_std,filtered_y_std,improve_x,improve_y,rmse_raw,rmse_filtered,rmse_improve
0.630413848319953,0.7981461548813464,0.2996026461607853,0.13290804324150893,0.33081120215916765,0.6652381116398375,0.957783945050044,0.48739514413386,0.47038880091618407
