raw_x_std,raw_y_std,filtered_x_std,filtered_y_std,improve_x,improve_y,rmse_raw,rmse_filtered,rmse_improve
0.7818534518879243,0.551768143287736,0.3618239631769987,0.16916452264898613,0.4200294887109256,0.3826036206387499,0.8850831993090258,0.3402289274537083,0.5448542718553175
